transaction_id,transaction_date,amount,payment_method,customer_id,product_id,Date_ID
598,3/29/2024,2,Gift,247,435,731
599,7/20/2024,1,AutopayMobile Payment,1457,88,874
600,6/10/2024,1,Debit Card,876,314,759
601,2/16/2024,3,AutopayMobile Payment,1509,991,541
602,12/28/2023,5,Gift,941,568,725
603,2/17/2024,4,Credit Card,1469,122,90
604,9/28/2023,5,Debit Card,969,851,144
605,1/21/2024,2,Gift,776,677,67
606,11/25/2023,2,Credit Card,820,14,888
607,11/17/2023,2,Gift,1263,560,965
608,3/6/2024,5,Debit Card,1796,581,152
609,5/15/2024,4,AutopayMobile Payment,1234,368,575
610,10/22/2023,1,AutopayMobile Payment,1090,309,290
611,11/6/2023,2,Gift,1461,837,674
612,5/14/2024,5,AutopayMobile Payment,1350,619,865
613,10/16/2023,3,Debit Card,612,353,496
614,12/4/2023,1,Gift,1465,43,400
615,8/7/2024,4,Gift,1417,204,274
616,10/4/2023,5,Cash,1860,536,427
617,3/16/2024,5,Gift,354,815,886
618,12/3/2023,3,AutopayMobile Payment,1829,562,181
619,12/21/2023,3,Credit Card,804,23,296
620,8/8/2024,4,Cash,813,32,562
621,,5,AutopayMobile Payment,1108,717,955
622,1/18/2024,4,Cash,466,692,567
623,8/19/2024,4,Gift,1719,526,852
624,8/14/2024,2,AutopayMobile Payment,405,133,451
625,7/1/2024,,Credit Card,795,317,432
626,3/24/2024,5,Gift,1942,393,195
627,3/28/2024,4,Debit Card,1603,559,897
628,5/24/2024,1,Cash,1683,987,124
629,,3,Gift,1962,237,780
630,2/25/2024,1,AutopayMobile Payment,429,801,500
631,1/9/2024,,Cash,1446,259,699
632,8/5/2024,1,Credit Card,757,776,360
633,9/18/2024,2,Cash,1727,683,243
634,8/28/2024,5,Cash,1477,537,400
635,2/6/2024,1,AutopayMobile Payment,123,27,459
636,5/19/2024,5,Gift,1,575,284
637,7/17/2024,4,Debit Card,678,232,55
638,,3,Credit Card,56,670,281
639,2/9/2024,1,Debit Card,1044,44,730
640,6/26/2024,5,Credit Card,1986,642,876
641,5/5/2024,1,Credit Card,103,414,932
642,1/11/2024,1,AutopayMobile Payment,1054,482,419
643,2/22/2024,2,Gift,806,540,787
644,12/2/2023,4,Debit Card,1663,398,539
645,1/26/2024,5,Gift,194,911,569
646,5/30/2024,1,,647,943,544
647,,2,AutopayMobile Payment,797,843,172
648,1/18/2024,5,AutopayMobile Payment,347,921,180
649,5/13/2024,4,AutopayMobile Payment,1288,282,597
650,10/14/2023,3,Credit Card,616,93,334
651,1/15/2024,2,AutopayMobile Payment,779,951,929
652,3/16/2024,,Cash,1543,995,632
653,10/23/2023,4,Cash,1368,241,750
654,6/27/2024,1,Credit Card,659,802,301
655,8/15/2024,3,AutopayMobile Payment,1609,254,267
656,7/14/2024,4,Credit Card,1788,693,714
657,5/28/2024,5,Credit Card,1588,368,756
658,9/23/2024,3,Gift,1222,666,28
659,11/10/2023,3,Credit Card,1324,550,122
660,8/27/2024,4,Debit Card,198,401,247
661,1/11/2024,1,Cash,1500,266,546
662,10/30/2023,5,Credit Card,98,974,630
663,7/3/2024,1,Debit Card,1182,511,732
664,6/10/2024,1,Cash,288,931,640
665,3/9/2024,5,Credit Card,316,257,370
666,10/23/2023,2,Debit Card,397,284,705
667,5/26/2024,5,Gift,1386,431,438
668,,5,Credit Card,294,81,822
669,4/28/2024,2,Gift,184,642,557
670,10/22/2023,3,Cash,245,90,240
671,2/15/2024,4,Credit Card,1949,932,574
672,6/23/2024,2,AutopayMobile Payment,431,439,405
673,1/14/2024,4,Gift,761,793,795
674,8/13/2024,3,AutopayMobile Payment,6,232,191
675,8/28/2024,1,AutopayMobile Payment,708,842,968
676,11/3/2023,2,Gift,1829,977,913
677,2/11/2024,5,Cash,1162,700,698
678,7/16/2024,5,AutopayMobile Payment,1615,844,860
679,4/8/2024,4,Debit Card,667,713,127
680,6/24/2024,4,Gift,624,907,682
681,9/15/2024,5,Debit Card,1166,988,798
682,1/20/2024,2,Debit Card,1195,993,538
683,6/24/2024,3,Debit Card,1840,853,809
684,7/31/2024,3,Credit Card,1553,822,831
685,11/15/2023,3,Gift,415,63,829
686,8/14/2024,5,Debit Card,259,255,811
687,11/22/2023,2,Gift,1561,124,23
688,4/23/2024,5,Cash,277,693,675
689,1/30/2024,5,Debit Card,1386,272,60
690,6/11/2024,5,AutopayMobile Payment,1177,693,896
691,2/1/2024,3,Gift,324,138,458
692,2/29/2024,2,AutopayMobile Payment,175,172,910
693,9/7/2024,1,Debit Card,21,303,733
694,10/4/2023,2,AutopayMobile Payment,93,890,896
695,4/15/2024,4,Gift,1123,499,75
696,2/6/2024,4,Debit Card,1926,820,953
697,12/22/2023,4,Cash,1351,137,361
698,3/4/2024,2,Credit Card,522,714,638
699,10/16/2023,2,Gift,323,364,747
700,5/14/2024,4,Debit Card,1819,240,646
701,7/17/2024,3,Credit Card,1630,363,42
702,11/5/2023,3,Debit Card,997,338,985
703,2/6/2024,2,AutopayMobile Payment,1962,351,416
704,6/12/2024,4,Debit Card,1172,442,518
705,8/26/2024,5,Credit Card,340,305,939
706,11/6/2023,5,Credit Card,1841,490,539
707,4/7/2024,4,Credit Card,1677,671,259
708,1/6/2024,5,AutopayMobile Payment,1969,398,362
709,2/25/2024,3,Debit Card,1793,179,898
710,12/26/2023,3,Debit Card,569,896,672
711,4/2/2024,1,Debit Card,1816,761,596
712,8/23/2024,3,Credit Card,791,310,922
713,9/25/2023,3,AutopayMobile Payment,850,828,895
714,6/24/2024,1,Gift,433,257,980
715,8/26/2024,3,Credit Card,29,735,946
716,9/19/2024,5,Credit Card,202,138,269
717,11/25/2023,5,Debit Card,1679,279,392
718,8/25/2024,2,Credit Card,348,647,157
719,7/26/2024,4,Cash,1347,202,249
720,6/22/2024,4,Cash,1973,938,647
721,6/5/2024,1,Credit Card,350,3,697
722,10/13/2023,,Gift,386,145,103
723,12/22/2023,3,Debit Card,99,43,162
724,10/22/2023,2,Debit Card,123,445,647
725,5/7/2024,4,Debit Card,362,68,674
726,9/2/2024,3,Gift,320,929,619
727,11/4/2023,4,AutopayMobile Payment,1884,612,280
728,12/29/2023,2,Debit Card,712,316,478
729,10/26/2023,4,Cash,231,722,574
730,12/4/2023,4,,1694,487,696
731,7/4/2024,4,AutopayMobile Payment,984,85,333
732,11/8/2023,2,Debit Card,1103,409,819
733,3/25/2024,1,Cash,1505,809,590
734,5/22/2024,1,AutopayMobile Payment,1642,950,946
735,8/19/2024,4,Debit Card,1266,294,92
736,12/8/2023,5,AutopayMobile Payment,35,43,355
737,8/27/2024,2,Credit Card,362,67,756
738,2/14/2024,2,AutopayMobile Payment,1698,235,155
739,12/1/2023,1,AutopayMobile Payment,684,538,467
740,5/1/2024,2,,837,620,953
741,7/3/2024,3,AutopayMobile Payment,669,547,55
742,12/17/2023,5,Cash,1330,493,201
743,3/1/2024,3,Gift,811,868,530
744,8/12/2024,2,Debit Card,626,627,493
745,12/1/2023,4,Cash,833,996,409
746,10/18/2023,2,Credit Card,693,634,932
747,7/9/2024,5,Gift,717,718,91
748,1/27/2024,1,Credit Card,1751,461,431
749,7/7/2024,5,Debit Card,339,802,306
750,11/29/2023,1,Debit Card,1615,518,336
751,9/30/2023,1,Gift,1685,396,893
752,10/4/2023,5,AutopayMobile Payment,1338,352,724
753,4/15/2024,2,Gift,62,139,152
754,10/8/2023,2,AutopayMobile Payment,1692,474,515
755,6/19/2024,4,AutopayMobile Payment,668,847,414
756,11/19/2023,2,Credit Card,1493,581,177
757,3/14/2024,,Gift,761,295,535
758,6/1/2024,2,Gift,499,652,96
759,5/10/2024,5,Cash,390,229,987
760,10/12/2023,2,Cash,792,258,101
761,9/6/2024,1,Debit Card,1495,206,521
762,7/17/2024,1,Debit Card,1711,576,883
763,7/6/2024,2,Debit Card,1190,62,644
764,5/7/2024,3,Gift,1290,879,353
765,2/13/2024,1,AutopayMobile Payment,635,589,721
766,3/2/2024,5,AutopayMobile Payment,787,142,102
767,4/8/2024,2,Cash,665,578,90
768,1/25/2024,1,Gift,1908,751,192
769,6/30/2024,5,Cash,1981,729,641
770,5/31/2024,1,Gift,634,234,442
771,4/25/2024,3,Gift,528,165,600
772,,1,AutopayMobile Payment,236,967,822
773,8/7/2024,5,AutopayMobile Payment,835,951,209
774,12/31/2023,3,AutopayMobile Payment,1725,518,93
775,5/10/2024,4,Gift,784,707,79
776,1/30/2024,3,Debit Card,90,48,702
777,7/28/2024,5,Credit Card,1934,871,281
778,12/22/2023,2,AutopayMobile Payment,1911,932,669
779,6/6/2024,2,Cash,484,293,153
780,1/26/2024,4,Cash,378,896,905
781,8/1/2024,4,Cash,1528,178,456
782,11/4/2023,4,Cash,826,994,782
783,1/10/2024,,Credit Card,1512,347,209
784,10/22/2023,5,AutopayMobile Payment,1914,664,985
785,12/23/2023,2,Gift,1790,747,476
786,1/27/2024,,Cash,1505,474,512
787,8/21/2024,3,Cash,133,689,4
788,4/6/2024,4,Debit Card,519,254,257
789,9/19/2024,2,Credit Card,545,703,794
790,8/10/2024,5,Gift,251,480,624
791,3/30/2024,1,,1648,167,276
792,11/24/2023,1,Credit Card,154,933,261
793,8/4/2024,3,Gift,194,453,607
794,6/10/2024,3,AutopayMobile Payment,82,533,507
795,10/23/2023,3,Gift,327,590,496
796,8/28/2024,,Debit Card,1812,390,605
797,4/26/2024,3,Debit Card,618,230,419
798,3/9/2024,5,Credit Card,388,365,999
799,9/22/2024,2,Debit Card,1571,610,227
800,7/21/2024,4,Gift,1370,261,462
801,10/20/2023,5,Debit Card,1696,623,401
802,9/29/2023,2,Gift,639,247,860
803,10/6/2023,1,AutopayMobile Payment,553,609,733
804,10/10/2023,5,Credit Card,796,662,801
805,7/13/2024,3,Credit Card,916,587,448
806,4/24/2024,5,Cash,1536,736,664
807,4/7/2024,1,Gift,641,681,95
808,4/23/2024,2,Credit Card,1072,950,383
809,4/6/2024,4,Credit Card,1658,805,18
810,10/30/2023,1,AutopayMobile Payment,476,531,946
811,5/28/2024,5,Gift,1403,978,107
812,9/6/2024,1,Gift,1331,29,222
813,4/21/2024,1,Debit Card,358,923,615
814,5/6/2024,1,Gift,1447,60,689
815,,5,AutopayMobile Payment,333,717,365
816,,5,Gift,952,995,137
817,12/30/2023,3,Credit Card,1359,916,661
818,8/4/2024,5,Gift,192,654,52
819,5/2/2024,5,AutopayMobile Payment,191,454,431
820,5/16/2024,1,Debit Card,54,342,172
821,12/14/2023,3,Gift,165,27,883
822,1/29/2024,3,AutopayMobile Payment,787,166,71
823,11/23/2023,1,Gift,785,132,692
824,12/17/2023,3,Credit Card,1187,851,210
825,2/25/2024,2,Gift,1725,287,449
826,10/11/2023,2,Debit Card,1020,260,406
827,8/15/2024,4,Cash,1116,427,116
828,12/3/2023,2,Debit Card,892,877,401
829,4/1/2024,3,Gift,1281,610,935
830,8/2/2024,3,Cash,1084,680,33
831,4/23/2024,1,Gift,1160,554,585
832,11/26/2023,3,Gift,1209,395,738
833,6/9/2024,1,Gift,1903,86,678
834,4/10/2024,1,Cash,1185,562,488
835,4/27/2024,2,Credit Card,1742,614,67
836,11/25/2023,3,Debit Card,1254,201,571
837,8/3/2024,1,Cash,161,659,985
838,5/15/2024,2,Debit Card,1049,623,773
839,8/14/2024,5,AutopayMobile Payment,605,639,478
840,10/27/2023,3,Debit Card,1830,701,767
841,10/2/2023,5,Gift,8,46,753
842,9/27/2023,3,Credit Card,220,413,630
843,7/20/2024,5,Debit Card,1332,151,861
844,4/22/2024,2,Cash,646,196,441
845,12/9/2023,2,Credit Card,338,57,266
846,6/11/2024,5,Debit Card,878,393,709
847,,5,Gift,1062,516,912
848,9/3/2024,3,AutopayMobile Payment,175,990,382
849,10/19/2023,5,Debit Card,1793,231,800
850,5/27/2024,3,Debit Card,1942,710,90
851,3/13/2024,2,Debit Card,1603,589,667
852,5/1/2024,3,AutopayMobile Payment,1993,445,956
853,6/29/2024,1,Gift,1184,473,175
854,3/11/2024,2,Cash,441,850,467
855,8/26/2024,3,Credit Card,196,537,367
856,6/19/2024,1,Credit Card,691,499,377
857,5/25/2024,1,AutopayMobile Payment,1242,21,977
858,10/10/2023,2,Gift,615,625,708
859,1/14/2024,3,,767,757,225
860,9/24/2024,2,Credit Card,1576,294,800
861,9/16/2024,3,Cash,399,666,276
862,9/29/2023,1,Cash,1150,959,431
863,2/4/2024,4,Debit Card,1326,752,101
864,12/3/2023,2,Credit Card,858,471,189
865,6/25/2024,4,Debit Card,1703,429,448
866,,1,Debit Card,1441,25,491
867,10/26/2023,3,Gift,219,753,525
868,10/18/2023,4,Gift,747,42,297
869,1/8/2024,3,Credit Card,391,720,198
870,1/3/2024,2,Debit Card,975,411,168
871,1/23/2024,1,AutopayMobile Payment,818,131,734
872,6/9/2024,2,Debit Card,799,676,842
873,9/10/2024,5,Debit Card,659,561,878
874,9/24/2024,1,Cash,638,962,689
875,4/25/2024,2,Credit Card,1095,40,852
876,8/15/2024,2,Credit Card,1444,664,915
877,4/20/2024,4,AutopayMobile Payment,618,107,193
878,12/24/2023,4,Cash,513,105,575
879,4/7/2024,1,Cash,204,544,639
880,2/19/2024,4,Cash,644,699,672
881,7/25/2024,2,Cash,922,424,491
882,4/15/2024,5,,187,810,9
883,,4,AutopayMobile Payment,1931,627,833
884,11/28/2023,2,AutopayMobile Payment,1249,158,471
885,1/10/2024,5,Gift,1617,473,49
886,10/15/2023,5,Gift,565,712,109
887,9/5/2024,2,Credit Card,1530,723,735
888,4/8/2024,5,Gift,953,315,274
889,10/3/2023,5,Credit Card,1620,940,355
890,2/15/2024,2,Debit Card,731,356,188
891,1/5/2024,5,Cash,1198,956,576
892,12/13/2023,4,Cash,1680,124,388
893,9/25/2023,5,Debit Card,73,763,675
894,12/11/2023,3,AutopayMobile Payment,1748,983,234
895,9/28/2023,2,AutopayMobile Payment,1839,419,226
896,,4,AutopayMobile Payment,1528,653,328
897,9/25/2023,3,Debit Card,96,197,178
898,2/28/2024,3,,969,671,97
899,11/7/2023,3,AutopayMobile Payment,1978,657,363
900,12/25/2023,4,Debit Card,10,507,796
901,2/6/2024,3,AutopayMobile Payment,1598,93,792
902,7/9/2024,2,Cash,594,171,836
903,8/27/2024,1,Credit Card,1838,931,710
904,11/23/2023,3,AutopayMobile Payment,988,753,673
905,5/17/2024,5,Gift,915,137,784
906,9/6/2024,3,AutopayMobile Payment,1638,705,800
907,9/5/2024,1,Credit Card,618,719,443
908,,2,Credit Card,721,558,402
909,7/14/2024,1,Cash,1328,813,321
910,3/1/2024,4,Gift,700,529,340
911,1/20/2024,2,Gift,880,654,927
912,10/19/2023,3,Credit Card,1808,757,627
913,7/12/2024,1,Credit Card,558,265,6
914,1/3/2024,5,Debit Card,72,294,330
915,7/10/2024,3,Debit Card,1961,70,424
916,11/12/2023,3,Credit Card,763,862,818
917,1/10/2024,1,Cash,1398,361,95
918,5/22/2024,4,Debit Card,855,804,335
919,2/22/2024,1,AutopayMobile Payment,992,607,338
920,6/13/2024,5,Credit Card,64,969,97
921,7/16/2024,5,AutopayMobile Payment,1790,710,932
922,7/11/2024,4,Credit Card,242,955,855
923,6/8/2024,3,AutopayMobile Payment,306,146,390
924,1/1/2024,4,AutopayMobile Payment,1564,495,385
925,3/4/2024,4,Cash,1967,391,124
926,11/6/2023,1,AutopayMobile Payment,616,637,78
927,12/3/2023,1,Debit Card,1524,973,536
928,9/27/2023,1,AutopayMobile Payment,558,91,745
929,9/17/2024,4,Cash,1939,702,603
930,9/12/2024,4,Credit Card,1786,226,131
931,1/20/2024,4,Gift,1416,824,202
932,5/30/2024,2,Debit Card,1478,86,222
933,8/2/2024,4,Gift,125,577,932
934,3/27/2024,2,Credit Card,5,835,662
935,2/7/2024,2,Cash,246,875,58
936,4/11/2024,2,Credit Card,1612,999,658
937,7/26/2024,5,AutopayMobile Payment,1904,477,426
938,,3,Gift,1372,299,137
939,4/22/2024,5,Cash,1463,504,91
940,2/13/2024,1,Gift,1777,500,194
941,9/3/2024,3,Cash,1029,281,450
942,8/14/2024,5,Credit Card,85,273,182
943,10/15/2023,4,AutopayMobile Payment,1179,875,163
944,,2,Cash,1597,971,149
945,4/27/2024,4,Debit Card,1337,642,689
946,6/12/2024,5,Debit Card,1852,172,65
947,,2,Credit Card,1771,248,720
948,7/28/2024,3,Cash,286,297,228
949,11/27/2023,1,Credit Card,1524,822,482
950,12/17/2023,2,Cash,838,51,259
951,12/10/2023,3,Credit Card,792,737,50
952,4/7/2024,1,Gift,464,260,506
953,9/9/2024,4,Debit Card,1585,125,919
954,3/22/2024,1,Cash,977,330,113
955,7/29/2024,2,AutopayMobile Payment,895,516,515
956,5/8/2024,5,AutopayMobile Payment,854,517,107
957,2/6/2024,5,Gift,585,979,552
958,11/1/2023,3,AutopayMobile Payment,844,291,39
959,6/6/2024,2,Credit Card,1427,282,196
960,,2,Debit Card,1127,777,344
961,9/23/2024,3,Credit Card,433,724,201
962,8/2/2024,1,Credit Card,1833,546,564
963,1/13/2024,1,Cash,1902,204,577
964,11/26/2023,1,Gift,1123,861,917
965,6/20/2024,1,Debit Card,455,291,40
966,6/11/2024,4,Gift,1119,897,161
967,10/11/2023,1,Cash,417,59,316
968,5/17/2024,3,Debit Card,354,179,581
969,3/11/2024,2,Credit Card,492,326,793
970,1/16/2024,5,Gift,901,894,467
971,9/4/2024,5,Cash,517,901,651
972,8/22/2024,2,Credit Card,1642,715,307
973,,3,Debit Card,524,814,144
974,5/19/2024,2,Gift,996,121,442
975,7/29/2024,3,Cash,968,241,318
976,10/11/2023,1,Cash,163,703,641
977,6/3/2024,5,Cash,36,354,667
978,2/2/2024,3,AutopayMobile Payment,1185,149,614
979,5/16/2024,2,Credit Card,1724,865,625
980,6/6/2024,1,Credit Card,129,785,247
981,5/8/2024,5,Cash,1196,641,527
982,2/23/2024,3,AutopayMobile Payment,380,220,764
983,11/17/2023,3,Credit Card,246,767,514
984,11/25/2023,4,AutopayMobile Payment,1313,596,552
985,4/23/2024,1,AutopayMobile Payment,1978,624,839
986,12/18/2023,5,Cash,1235,35,962
987,11/13/2023,5,AutopayMobile Payment,90,946,798
988,1/26/2024,1,Gift,274,912,149
989,3/25/2024,5,Debit Card,1839,440,969
990,6/3/2024,3,AutopayMobile Payment,1646,787,239
991,9/26/2023,2,Gift,1558,166,3
992,9/11/2024,3,Debit Card,1807,19,582
993,4/15/2024,2,AutopayMobile Payment,852,913,958
994,6/26/2024,1,Cash,1374,623,824
995,3/14/2024,5,Credit Card,1876,12,262
996,3/17/2024,3,Gift,196,232,281
997,5/15/2024,1,Credit Card,1738,663,65
998,,4,AutopayMobile Payment,994,996,774
999,4/15/2024,2,Credit Card,1143,624,634
1000,3/25/2024,3,Credit Card,854,598,221
